Date,Mkt-RF,SMB,HML,RMW,CMA,RF,QMJ,BAB,UMD,Momentum ,TSMOM,Carry,ESG,E,S,G
1979/4/1,-0.06,2.4,1.08,1.11,0.21,0.8,0.953893342,1.128934352,0.927255747,0.81,,,,,0.5984075,-0.1888117
1979/5/1,-2.21,0.17,1.32,-1.55,-0.27,0.82,-1.528258966,-0.123253032,-0.648195978,-0.54,,,,,1.5624025,1.3646408
1979/6/1,3.85,0.99,1.39,-1.59,-0.47,0.81,-2.943184027,1.649201228,0.854137478,0.84,,,,,-0.415515,-1.889135
1979/7/1,0.82,1.27,1.86,-0.28,0.71,0.77,0.573462708,1.600372699,-0.903715434,-1.07,,,,,-1.1511483,-0.5384217
1979/8/1,5.53,1.92,-1.58,1.6,-1.47,0.77,0.99800281,1.95644853,0.439611878,-0.21,,,,,-1.5526192,-2.3773008
1979/9/1,-0.82,-0.33,-0.9,1,0.32,0.83,0.054701873,0.393788958,5.222096393,5.28,,,,,3.5180683,2.6545725
1979/10/1,-8.1,-3.51,-1.86,1,0.1,0.87,2.213434266,-4.702510011,2.11102141,2.01,,,,,0.564545,3.7821008
1979/11/1,5.21,2.53,-3.28,0.02,-2.12,0.99,-2.213108426,-1.600300223,7.690412353,8.14,,,,,-1.3921225,-2.379405
1979/12/1,1.79,4.32,-2.1,-0.72,-0.9,0.95,-1.256614497,0.835788154,4.757878146,4.78,,,,,-0.4639267,-1.6477358
1980/1/1,5.51,1.82,1.75,-1.69,1.71,0.8,-2.736992579,2.631074506,7.811847805,7.55,,,,,3.5289567,4.0778367
1980/2/1,-1.22,-1.58,0.61,0.07,2.7,0.89,-2.003906975,-1.532423849,8.922426854,7.88,,7.7056,,,3.2943392,6.2668917
1980/3/1,-12.9,-6.92,-1.01,1.45,-1.16,1.21,4.70304821,-4.709093422,-9.61125145,-9.55,,8.8175,,,-5.5022008,-0.4611317
1980/4/1,3.97,1.05,1.08,-2.06,0.27,1.26,-3.37208342,2.088137904,-0.117197105,-0.43,,2.6081,,,-5.4322142,0.9776492
1980/5/1,5.26,2.1,0.38,0.32,-0.32,0.81,0.691056593,3.648337295,-1.54790578,-1.12,,8.6309,,,-2.5272267,-3.1345758
1980/6/1,3.06,1.42,-0.76,-0.16,-1.28,0.61,-1.11458563,3.692803744,2.174292866,1.62,,12.529,,,0.611735,0.4954633
1980/7/1,6.49,3.82,-6.41,4.05,-2.38,0.53,3.513542286,-0.941845769,1.349289026,0.35,,4.8244,,,-0.1648183,-6.5928408
1980/8/1,1.8,4.26,-2.61,2.07,-0.87,0.64,-0.11854666,1.523630448,2.39480734,3.21,,7.7306,,,1.901875,0.9040325
1980/9/1,2.19,0.66,-4.58,1.9,-2.77,0.75,1.199826516,1.285969948,5.696431253,5.39,,-15.6468,,,3.2745233,0.7574367
1980/10/1,1.06,2.36,-2.79,1.69,-1.18,0.95,0.460150999,-0.218879534,6.463125712,7.3,,-0.1256,,,0.8988042,-1.1762692
1980/11/1,9.59,-3.31,-8.33,4.51,-5.71,0.96,1.000820423,-6.25604036,14.72807145,15.22,,-0.9399,,,8.1944458,1.7157392
1980/12/1,-4.52,-0.29,2.79,-1.29,1.23,1.31,0.893857724,0.915815148,-6.21994269,-6.68,,10.5945,,,-2.0898567,-3.315015
1981/1/1,-5.04,3.29,6.72,-3.53,4.35,1.04,-0.552084732,4.713816409,-7.830820517,-7.95,,5.1355,,,-3.7596258,-0.2181342
1981/2/1,0.57,-0.51,1.02,0.21,2.27,1.07,1.448044784,1.959999937,-0.724465058,-1.35,,-1.999,,,-1.4121342,3.0052
1981/3/1,3.56,3.03,0.64,-2.26,-0.52,1.21,-1.103819086,3.667121502,-0.174747913,0.74,,-2.2854,,,-0.4133217,-6.35369
1981/4/1,-2.11,4.59,2.28,0.83,1.22,1.08,1.336797926,5.669167905,-0.86383447,-0.91,,-1.876,,,-1.1714967,-4.8980108
1981/5/1,0.11,2.45,-0.42,0.3,-1.54,1.15,-1.499700498,-0.358077734,3.292408007,3.7,,-1.7543,,,-0.859395,-2.3747208
1981/6/1,-2.36,-0.95,5.13,-1.37,2.69,1.35,1.03928126,5.443389869,-5.441347549,-5.81,,-0.0196,,,-3.73425,5.5929733
1981/7/1,-1.54,-2.05,-0.49,1.26,-2.55,1.24,0.477958368,-1.336901948,-2.381252204,-2.45,,9.315,,,0.8651633,4.9223567
1981/8/1,-7.04,-1.81,4.79,-0.31,1.41,1.28,0.552308804,2.00313121,-1.291625831,-1.15,,-16.8897,,,0.3229408,2.43659
1981/9/1,-7.17,-2.44,5.17,0.12,2.61,1.24,0.716149765,-1.621666792,2.668717666,1.95,,9.5588,,,-3.4841975,-1.90559
1981/10/1,4.92,2.36,-4.21,3.14,-3.01,1.21,0.832175065,-1.937801126,3.831882724,4.01,,2.1453,,,-1.6568483,-0.40875
1981/11/1,3.36,-1.51,1.85,0.07,0.96,1.07,0.882388945,4.369903037,-0.691475287,-0.27,,7.1851,,,0.0645775,3.1760242
1981/12/1,-3.65,1.2,0.82,0.22,2.5,0.87,1.857226517,2.208744201,1.743486394,1.3,,2.4438,,,2.2940742,-0.5435792
1982/1/1,-3.24,-1.13,3.19,-1.49,1.92,0.8,0.118025855,0.023393024,1.578529671,1.72,,3.6088,,,-2.7079992,-2.013565
1982/2/1,-5.86,0.35,6.05,-3.43,4.56,0.92,0.391625114,3.022817029,5.289780335,4.88,,4.8598,,,-0.8957367,0.6446192
1982/3/1,-1.87,-0.04,3.83,-1.39,2.49,0.98,-0.617884031,1.643910166,3.107926401,2.96,,-0.2771,,,-5.0666825,3.9474067
1982/4/1,3.27,1.09,-2.7,1.56,-0.02,1.13,1.387608748,2.144158583,0.141644163,-0.4,,7.0198,,,-2.4571358,0.26227
1982/5/1,-3.99,0.64,1.76,0.88,-0.31,1.06,1.727734177,2.479976074,1.939507724,2.5,,11.6656,,,0.813825,2.058215
1982/6/1,-3.09,-0.52,1.55,0.01,2.7,0.96,0.706661607,-0.493625145,5.664391231,4.96,,-1.0977,,,-3.5359767,1.3797117
1982/7/1,-3.19,0.95,0.09,1.04,1.54,1.05,1.544879009,1.489342,4.337590842,4.44,,-2.1278,,,-0.9305367,3.1243708
1982/8/1,11.14,-4.33,0.93,-1.89,0.11,0.76,-1.612247961,-2.265322373,-3.169107844,-3.52,,-4.6358,,,1.4142908,-1.1964258
1982/9/1,1.29,2.62,0.27,2.14,-0.04,0.51,2.568422822,7.546412681,4.335645914,4.19,,5.3884,,,-2.6064508,2.3469742
1982/10/1,11.3,1.94,-3.67,0.29,-0.34,0.59,-1.60607448,2.781351359,0.254055393,0.18,,-6.2301,,,3.6449883,-6.3064142
1982/11/1,4.67,4.42,-1.85,-0.97,0.29,0.63,1.811729469,6.728884382,5.741384643,5.94,,-5.2913,,,4.70126,-5.7750142
1982/12/1,0.55,-0.07,0.01,-0.01,1.05,0.67,0.820428911,3.038658115,0.257667215,0.04,,6.3117,,,3.7337583,6.2994617
1983/1/1,3.6,3.33,-0.71,-1.55,-0.55,0.69,-2.227150138,2.682932059,-1.658279108,-1.74,,8.8202,,,3.4922225,-4.7156883
1983/2/1,2.59,2.93,0.7,-0.52,1.05,0.62,1.150922452,8.325791232,4.345513797,3.78,,-4.0406,,,-0.917055,-0.4611708
1983/3/1,2.82,1.38,2.01,-0.17,2.74,0.63,1.055407704,6.530886086,0.634751296,0.93,,-5.0749,,,-1.3037042,1.0527075
1983/4/1,6.67,0.47,0.51,-0.11,1.47,0.71,-0.647720325,4.66684694,2.005535472,1.72,,0.1589,,,1.2997367,4.2260675
1983/5/1,0.52,6.33,-1.42,-1.84,-1.54,0.69,-2.124203132,3.126876277,-2.042202779,-1.56,,-10.6095,,,3.5743725,-4.92412
1983/6/1,3.07,1.19,-3.91,2.6,-0.87,0.67,2.133597991,2.884176138,1.452665507,1.8,,-7.1031,,,1.2020433,3.032645
1983/7/1,-4.07,1.01,5.62,-0.11,2.81,0.74,0.052938401,3.798909943,-2.681199231,-3.11,,-1.6785,,,-0.9456625,3.6299942
1983/8/1,-0.5,-4.32,5.54,0.53,1.9,0.76,0.832555055,-0.878687418,-5.140238077,-5.43,,-2.2712,,,-3.2028742,1.1601325
1983/9/1,0.91,0.31,1.01,1.25,0.5,0.76,1.747508102,3.466374132,0.62547087,-0.03,,7.8024,,,-5.0327367,1.0629733
1983/10/1,-3.44,-3.78,4.97,-0.8,2.97,0.76,1.458621246,3.480746903,-4.472277403,-4.52,,7.6453,,,-3.4497758,3.6167958
1983/11/1,2.16,1.89,-0.73,-0.75,0.66,0.7,-0.171107705,-0.126660245,0.277154239,-0.13,,-0.1083,,,1.2816667,-1.9872642
1983/12/1,-1.78,-0.45,1.7,1.6,1.27,0.73,1.906444708,1.357305671,0.880118869,0.84,,1.792675,,,-1.6513617,2.9455517
1984/1/1,-1.92,-0.03,7.57,-0.82,2.92,0.76,-2.190802805,3.295790385,-2.664058432,-2.56,,0.82965,,,-3.4264225,1.7230717
1984/2/1,-4.82,-1.6,3.34,0.91,1.58,0.71,0.897201895,-1.921849572,-0.021738005,0.22,,1.23715,,,1.94307,-0.524845
1984/3/1,0.63,-0.29,0.47,-0.85,1.17,0.73,0.162228452,-0.223842634,1.006898446,1.07,,1.689875,,,0.5640775,0.8388133
1984/4/1,-0.51,-0.96,1.19,3.38,0.76,0.81,3.19122821,-0.192647834,2.270189099,2.07,,1.98575,,,0.6334617,1.3711975
1984/5/1,-5.97,0.14,0.29,2.2,-0.46,0.78,2.804882367,1.770688992,1.430491591,1.51,,3.14395,,,-2.4141733,-0.891325
1984/6/1,1.82,0.1,-2.66,3.13,-1.56,0.75,2.189444105,0.751512577,-0.437414585,-0.7,,1.297875,,,-1.5080558,-2.87629
1984/7/1,-2.74,-2.22,0.33,3.55,-2.15,0.82,3.106203787,2.908446089,3.140698905,2.83,,1.518,,,-1.0912208,1.744495
1984/8/1,10.28,-0.26,-1.8,-0.68,-0.92,0.83,-2.022964801,0.025790091,-5.745923588,-5.59,,0.490375,,,3.42662,-1.5856208
1984/9/1,-0.8,-0.03,5.23,1.37,2.41,0.86,0.146175558,4.4476208,3.925582148,3.62,,-0.9035,,,-1.5126667,1.8861675
1984/10/1,-0.84,-1.44,0.47,1.18,-1.09,1,2.117220446,2.685661749,3.193022112,3.15,,-0.69315,,,-2.4882458,0.7338025
1984/11/1,-1.76,-1.01,4.04,0.72,2.06,0.73,1.10535113,1.259704124,2.069847222,1.64,,1.1906,,,-1.0009475,1.7023325
1984/12/1,1.84,-0.65,-0.25,1.31,-1.36,0.64,0.267171732,0.25799376,1.269307563,1.49,,1.211625,,,-0.4750833,-0.8235325
1985/1/1,7.99,3.5,-5.33,-0.89,-3.41,0.65,-1.154300926,2.081570431,-6.480588953,-6.82,4.306568409,1.19615,,,3.9433433,-5.2734583
1985/2/1,1.22,1.04,-0.1,1.29,1.06,0.58,1.794610593,4.794638627,1.580449896,1.88,3.812835724,-1.875925,,,-4.9105475,-0.5988933
1985/3/1,-0.84,-1.39,4.07,1.23,2.88,0.62,-0.164583497,3.316019745,1.790037384,1.58,-5.271862649,4.0152,,,-4.6470675,1.40967
1985/4/1,-0.96,-0.1,3.72,1.55,0.71,0.72,0.484384656,3.319173369,2.43369785,3.04,3.963392066,0.998425,,,2.789045,1.5133342
1985/5/1,5.09,-2.31,-0.94,1.33,-1.49,0.66,0.462468583,1.549387786,3.72388351,3.99,6.391849454,2.034775,,,0.2292108,-1.2463867
1985/6/1,1.27,0.35,0.41,1.76,-0.77,0.55,0.645791873,2.946995809,3.867012421,3.57,1.083208276,1.14295,,,-0.23759,1.430685
1985/7/1,-0.74,2.87,-1.6,-0.44,-0.38,0.62,1.019072754,-0.475857207,-3.229417504,-3.91,-3.055585888,-2.78345,,,1.9444683,-0.8982183
1985/8/1,-1.02,-0.29,2.28,-0.07,1.84,0.55,0.090808582,0.829677769,1.383615207,1.85,5.225802552,0.66205,,,-0.7345408,2.8721258
1985/9/1,-4.54,-1.8,1.29,1.09,1.62,0.6,3.108755297,0.478871317,1.484342505,1.51,0.663178214,-0.685025,,,0.4359667,3.4919867
1985/10/1,4.02,-1.49,0.75,0.91,-1.08,0.65,0.437010523,2.223079418,4.055808779,4.88,0.786208076,1.2614,,,2.0941367,0.5809792
1985/11/1,6.48,0.02,-2.84,0.32,-2.29,0.61,1.905618772,2.393510136,-0.514851443,-0.47,4.789232033,1.107525,,,-0.3751692,-3.102665
1985/12/1,3.88,-0.4,-1.54,1.01,-1.82,0.65,1.705413463,3.161444072,-0.61573823,-0.23,2.207500391,-1.537575,,,-4.1203942,-2.7467058
1986/1/1,0.65,1,0.44,-2,-2,0.56,-1.901484404,1.812327225,3.404343237,3,-2.603952429,-0.50055,,,-2.3079375,-1.25974
1986/2/1,7.13,-0.71,-0.77,1.09,-1.24,0.53,1.469450744,4.399824311,2.203630143,2.76,10.13866895,-0.809375,,,-2.3371633,-2.728135
1986/3/1,4.88,-0.65,-0.37,1.18,0.9,0.6,0.858532575,4.528128656,3.699282006,2.41,8.583932746,-3.241275,,,-4.1997467,1.5188917
1986/4/1,-1.31,2.86,-2.86,2.89,-0.06,0.52,2.020175791,1.86799626,-0.462494435,-0.36,0.731224761,2.308275,,,-2.5245767,-4.6161117
1986/5/1,4.62,-1.29,-0.21,2.15,1.08,0.49,0.787371396,3.324440763,2.238682936,2.05,-4.199196074,-0.406575,,,-3.9828067,1.2510133
1986/6/1,1.03,-0.88,1.3,1.83,0.82,0.52,2.197961292,5.117907823,4.848068665,5.07,3.728967998,2.334925,,,-4.9878075,3.6120142
1986/7/1,-6.45,-3.45,4.7,-0.45,0.84,0.52,1.586420215,1.419430585,1.09972762,1.85,3.950221662,-0.5852,,,-0.7496208,1.1128267
1986/8/1,6.07,-4.35,3.51,-1.63,3.19,0.46,-1.983491715,-1.585468881,-4.192876852,-5.28,2.460580068,-1.143775,,,2.2836783,5.5272308
1986/9/1,-8.6,2.05,3.22,-0.1,3.72,0.45,-0.806419038,-2.436048192,-5.465540044,-5.79,-4.05446928,0.1572,,,2.282215,2.3307633
1986/10/1,4.66,-2.33,-1.42,-0.05,1,0.46,0.621936893,-1.461221633,3.735360313,4.46,-1.244815391,-0.393775,,,-3.142345,-3.2530967
1986/11/1,1.17,-1.89,-0.07,1.03,0.66,0.39,2.333158554,-0.965880738,-0.093998808,-0.26,4.161789815,2.773125,,,1.5304575,-0.7069575
1986/12/1,-3.27,0.12,0.36,0.81,0.09,0.49,1.566436633,-2.215664225,0.63176463,0.35,-0.301359984,-1.56875,,,1.2556683,0.910365
1987/1/1,12.47,-1.54,-3.16,0.16,-0.98,0.42,0.362302043,3.633627509,0.727476802,2.2,6.548780272,-0.915725,,,-7.1897425,-1.1049783
1987/2/1,4.39,3.4,-5.91,-0.84,-2.63,0.43,-0.279497253,0.531164847,-1.858452802,-2.07,3.924696591,-0.44205,,,2.986435,-5.4586617
1987/3/1,1.64,0.27,1.61,1.35,4.12,0.47,-0.635538256,4.936642735,1.853134408,1.68,4.37458073,1.5682,,,2.6571608,3.5151533
1987/4/1,-2.11,-1.54,-0.39,-0.5,1.03,0.44,0.568536841,0.420876213,1.030731386,0.22,-0.774275561,-1.36265,,,0.7235292,4.8983508
1987/5/1,0.11,-0.56,0.23,0.51,1.15,0.38,0.529431093,-0.350827792,-0.265669136,-0.74,1.722016746,2.338925,,,0.449875,0.6273975
1987/6/1,3.94,-2.21,1.04,1.69,0.84,0.48,1.340104635,2.252863321,0.014315029,-0.25,-0.099946231,0.356825,,,-0.11867,-1.3838417
1987/7/1,3.85,-1.12,0.73,-0.61,1.64,0.46,-0.792583519,4.250527988,2.742208821,2.66,4.018197737,2.68685,,,-4.0463133,4.6404442
1987/8/1,3.52,-0.95,-0.95,2.04,-1.61,0.47,2.883928235,-0.541620827,-1.051249587,-0.86,1.009970201,0.385275,,,-5.7088017,-0.3777625
1987/9/1,-2.59,0.4,0.3,-0.97,1.9,0.45,-0.574030289,0.057104681,0.512845124,0.77,3.953113897,-1.237,,,-2.9607025,2.654455
1987/10/1,-23.24,-8.05,4.23,2.06,2.26,0.6,5.007525492,-12.69073527,-7.345202214,-7.86,-10.57656169,-2.37755,,,-2.1067842,5.4948433
1987/11/1,-7.77,2.87,2.96,-1.88,0.68,0.35,-0.145734703,4.357516916,-0.778440585,-1.17,4.683866356,1.8353,,,1.4430525,-2.6339658
1987/12/1,6.81,0.06,-4.39,2.95,-2.46,0.39,1.779339943,-9.258897466,4.48711063,5.87,1.734837833,1.091875,,,2.0802892,-2.4936942
1988/1/1,4.21,-0.53,4.95,-1.13,2.2,0.29,-2.139527707,3.728533471,-7.530764758,-7.27,-0.202826386,2.38805,,,2.5341883,0.6169975
1988/2/1,4.75,3.31,-1.69,1.55,0,0.46,0.069279146,-1.178242254,-0.804831171,-1.47,0.558745554,0.55765,,,-1.2782317,-3.4940608
1988/3/1,-2.27,6.24,0.74,-0.26,1.82,0.44,-0.912689577,5.520585376,1.120978933,0.58,4.197867206,1.70986,,,-0.2258942,-4.3493883
1988/4/1,0.56,1.15,1.63,-0.2,1.94,0.46,-0.249160396,1.854959133,1.638578211,2.24,0.226017904,-0.12984,,,2.1488608,1.1035883
1988/5/1,-0.29,-2.57,2.42,-0.74,0.33,0.51,0.869544596,0.989612301,0.354027413,0.63,2.062206086,-2.04176,,,2.1195008,1.326965
1988/6/1,4.79,2.14,-1.22,1.46,-3.44,0.49,-0.087733581,-0.538439261,-1.787418158,-2.93,-0.413297573,0.95248,,,1.0549308,-4.7167875
1988/7/1,-1.25,-0.21,2.17,-0.58,1.49,0.51,-0.442948397,1.584101623,0.69924677,0.65,-1.888137876,-1.2449,,,-2.5424967,3.2592058
1988/8/1,-3.31,-0.03,2.1,-0.81,1.76,0.59,-0.039385345,1.460919985,0.994394836,0.35,1.40011058,0.79084,,,-1.6556583,0.7099358
1988/9/1,3.3,-1.35,-0.75,1.75,-0.6,0.62,0.764721276,-2.134738832,0.184323771,0.27,2.126456016,1.20016,,,-4.0739217,0.1186183
1988/10/1,1.15,-2.95,1.69,1.29,1.03,0.61,0.878458717,0.209989408,0.537858619,1.33,0.570014239,-0.50128,,,-6.9818567,1.7973092
1988/11/1,-2.29,-1.65,1.3,-0.28,1.63,0.57,0.704538293,-1.929881388,0.469224189,0.33,0.147601122,4.61836,,,-3.6260408,1.2361783
1988/12/1,1.49,2.02,-1.61,0.69,-0.38,0.63,0.912385555,-2.530353895,0.416143126,0.49,0.467325948,1.92948,,,-1.1196175,-1.2038758
1989/1/1,6.1,-2.31,0.62,-0.95,0.14,0.55,-1.275679779,0.855619585,0.27014796,-0.16,6.28893471,-2.00822,,,0.2513425,2.0373808
1989/2/1,-2.25,2.71,0.93,-0.87,1.81,0.61,-0.859747137,1.044430618,0.449467188,0.99,-5.004450895,1.09128,,,2.8197458,-0.4823858
1989/3/1,1.57,0.68,0.54,0.05,0.73,0.67,-0.809474018,2.062827783,3.147045049,3.51,5.950526204,2.7973,,,-5.7292225,1.2600025
1989/4/1,4.33,-0.78,-1.4,0.71,-0.57,0.67,1.450936457,0.896569326,1.93599206,1.77,0.976486754,0.3626,,,0.0191025,1.5828408
1989/5/1,3.35,0,-0.87,0.49,-0.08,0.79,0.12413988,-0.438265064,1.42706577,1.52,2.275753935,0.50514,,,-4.0699358,0.5490567
1989/6/1,-1.35,-1.09,2.23,0.27,1.55,0.71,-0.362626804,2.008887709,0.28219224,0.43,-0.173874193,0.03192,,,-0.9747892,1.2613792
1989/7/1,7.2,-4.17,-2.79,1.95,-0.56,0.7,1.27704269,0.860943169,4.965364637,5.39,4.160788505,-3.28096,,,-4.1909092,1.41266
1989/8/1,1.44,0.48,0.6,0.39,-0.57,0.74,-0.113523156,0.917366877,-0.07553279,-0.12,3.313402617,1.16758,,,2.5783825,1.3986867
1989/9/1,-0.76,0.49,-1.27,1.4,0.51,0.65,0.299520467,0.079888833,3.164049416,3.4,1.164989663,0.49434,,,-0.9627925,1.794985
1989/10/1,-3.67,-3.32,-1.11,0.1,-0.03,0.68,3.297058549,0.49090835,1.747219987,1.32,-2.225592497,0.9875,,,-2.7799425,-0.4639442
1989/11/1,1.03,-1.29,-1.09,-0.86,1.37,0.69,0.849232635,1.310350713,2.30886829,2.6,2.259062302,0.57764,,,1.6921025,1.083555
1989/12/1,1.16,-2.28,0.16,-0.07,1.45,0.61,1.964734438,-0.90403339,2.347670048,2.8,5.919666966,2.07526,,,1.3833458,1.91936
1990/1/1,-7.85,-1.32,0.85,-1.18,1.37,0.57,0.908474894,-0.214983006,-2.419786964,-3.27,-0.625464513,3.26628,,,3.1556617,-1.6116942
1990/2/1,1.11,1.15,0.64,-0.07,-0.61,0.57,-0.78962073,-1.352177454,-0.708151406,-0.54,0.861139199,3.09708,,,3.5835967,0.1578192
1990/3/1,1.83,1.58,-2.92,2.02,-0.95,0.64,1.958156219,-0.207821214,1.854618331,1.8,4.883672043,2.07804,,,-3.4731092,-1.5428167
1990/4/1,-3.36,-0.32,-2.59,1.81,-1,0.69,2.75906378,-2.458385364,2.189255682,2.39,-1.593912638,0.56624,,,-5.8493875,-2.1461925
1990/5/1,8.42,-2.37,-3.83,1.54,-1.58,0.68,0.091680479,-2.009711923,2.320233772,3.03,-4.884316297,-3.70332,,,2.6025667,-1.7892608
1990/6/1,-1.09,1.31,-1.93,-1.1,-0.36,0.63,1.584920721,1.326800503,1.526540453,2.4,0.998235306,1.58862,,,-4.1287025,-4.9536583
1990/7/1,-1.9,-3.14,-0.04,-0.11,3.23,0.68,2.289941655,0.465722234,4.97141596,6.14,3.386119545,-0.10042,,,-1.2299175,3.97114
1990/8/1,-10.15,-3.86,1.6,-0.35,2.99,0.66,1.608255759,-2.074340367,2.30939396,1.88,10.97833861,1.8254,,,-3.1928358,4.8930117
1990/9/1,-6.12,-3.74,0.61,0.06,3.61,0.6,4.362289074,0.05021138,5.591471715,5.78,5.064384224,0.9569,,,-2.5129775,7.4231267
1990/10/1,-1.92,-5.07,0,3.13,-0.32,0.68,4.29131155,-4.054126412,6.037144108,6.71,-3.917139707,3.2612,,,-3.7824508,1.4774983
1990/11/1,6.35,0.04,-2.97,0.5,-4.69,0.57,-0.697735982,-5.117031623,-4.345670162,-5.48,-0.567390131,0.21386,,,-0.4707667,-4.8816183
1990/12/1,2.46,0.64,-1.63,2.64,-1.81,0.6,2.168926697,-1.244185381,1.121883702,0.29,0.83085817,0.50314,,,-2.3461792,-0.7396917
1991/1/1,4.69,3.89,-1.57,1.26,-3.85,0.52,-0.958287011,-6.13449611,-5.05608645,-6.45,-0.332949367,-0.98262,,,-0.4843808,-9.2214333
1991/2/1,7.19,4.01,-0.63,-0.04,-0.43,0.48,-3.240555871,1.551422707,-4.527121474,-4.61,-2.146323573,-0.72246,,,-5.81064,-1.1682967
1991/3/1,2.65,3.82,-1.3,-0.5,-1.11,0.44,-0.63345531,1.438560442,1.854978749,2.87,-1.896750011,-1.35804,,,-1.0333808,-2.1555908
1991/4/1,-0.28,0.32,1.45,0.64,0.8,0.53,0.070154187,4.850102769,-0.589935219,-2.36,3.352799203,0.38574,,,2.9831792,0.956675
1991/5/1,3.65,0.12,-0.49,2.05,-2.35,0.47,-0.404627955,1.14123053,0.579812173,-0.11,-0.755614048,-0.986,,,1.2143683,-2.1563058
1991/6/1,-4.94,0.26,1.07,1.77,0.64,0.42,2.405121425,2.560712345,0.3326889,0.47,0.865432143,0.34642,,,1.8084517,1.6982717
1991/7/1,4.24,-0.95,-1.32,1.61,-1.38,0.49,0.079425747,0.314506129,4.385967106,4.22,-2.522082432,1.57816,,,-1.6243692,-3.2121933
1991/8/1,2.32,1.41,-0.78,0.85,-0.34,0.46,-0.010710161,1.315656744,2.56608543,1.57,3.447045161,0.74494,,,-3.4082183,-2.7721
1991/9/1,-1.59,1.56,-1.07,-1.8,0.08,0.46,-1.14348075,2.87459077,2.186447817,1.79,2.553057218,1.0311,,,1.7811658,0.5906217
1991/10/1,1.29,0.9,-0.46,-1.73,-0.23,0.42,-0.761210352,2.172308246,2.216174417,3.06,0.632395239,1.11376,,,3.5733775,0.3908275
1991/11/1,-4.19,-0.84,-1.88,1.06,0.01,0.39,3.379196253,2.622614344,1.07636659,1.14,0.002892025,2.0937,,,-1.7681367,-3.4039242
1991/12/1,10.84,-2.4,-4.18,3.56,-3.12,0.38,1.749310926,-3.285492127,8.825125428,8.19,7.506266167,1.87448,,,-3.8526875,-9.8852667
1992/1/1,-0.59,9.19,4.7,-1.29,3.2,0.34,-4.271254809,5.35631358,-1.892807365,-2.49,-1.555164621,-3.41736,,,2.2635608,7.349375
1992/2/1,1.09,1.34,6.47,0.1,2.19,0.28,-1.15241664,3.869317762,-0.159066814,-0.53,-0.186608957,-0.45996,,,0.8029333,2.0965992
1992/3/1,-2.66,-0.93,3.55,-0.01,1.95,0.34,1.206202003,2.411832155,-0.122032742,-0.29,-1.829066066,1.5004,,,-2.266375,0.1661433
1992/4/1,1.07,-5.7,4.32,1.69,2.23,0.32,1.140445063,-0.328399357,-3.068619978,-2.58,1.96527919,1.71896,,,-1.4337808,2.82493
1992/5/1,0.3,0.21,1.19,-0.96,0.48,0.28,0.235675275,1.128854614,-0.319726168,0.21,1.255746781,2.66428,,,0.7726583,-0.3722908
1992/6/1,-2.34,-2.74,3.25,-0.09,1.01,0.32,1.151653247,1.620227526,-0.46465127,-0.58,2.502416991,3.95638,,,2.1948758,-2.3443908
1992/7/1,3.77,-0.66,-0.55,1.24,-0.89,0.31,1.132438553,1.341298477,1.765350944,1.59,5.346081432,3.55022,,,-2.5579967,0.2135617
1992/8/1,-2.38,-0.44,-1.08,3.68,-1.6,0.26,3.332491989,1.035647855,-0.451447751,-0.51,5.053388508,1.97506,,,-2.6156542,0.6514767
1992/9/1,1.19,0.44,-0.23,1.58,-0.63,0.26,0.759933643,1.739692707,2.604012756,1.5,3.355813521,-2.54572,,,-1.8355775,0.90018
1992/10/1,1.02,2.09,-1.98,1.26,-0.84,0.23,1.440971721,-0.438827609,2.033786634,2.48,-0.642242736,-1.59688,,,5.57968,-0.2788883
1992/11/1,4.13,3.98,-1.42,-0.62,-1.65,0.23,-1.333456978,-0.491471256,-0.301170426,-0.15,1.614289341,-1.69244,,,0.282615,-0.9531025
1992/12/1,1.53,1.67,2.65,-0.46,0.83,0.28,-0.943171682,3.427986821,3.178130197,4.32,2.059402471,0.16856,,,2.7632067,2.6171875
1993/1/1,0.93,1.89,5.95,-1.85,2.94,0.23,-3.73814303,7.805820906,4.735952351,4.84,2.436375944,1.69638,,,2.0411442,4.4928342
1993/2/1,0.12,-3.47,6.44,-0.48,4.21,0.22,-1.570879634,5.839901555,3.640849567,3.14,5.439808667,-0.57284,,,6.8397867,3.2720208
1993/3/1,2.3,0.08,1.19,-0.17,0.9,0.25,-1.255837881,4.639017459,3.897425912,3.73,-0.502012827,-0.13202,,,0.9574492,-0.1018767
1993/4/1,-3.05,-0.86,2.48,-3.6,1.44,0.24,-2.545578694,4.858624068,0.40330036,0.38,-1.097898762,1.02182,,,11.2275333,4.7995708
1993/5/1,2.89,1.93,-3.5,-0.08,-1.05,0.22,-0.886132795,0.942143467,0.274174605,0.22,2.915074947,1.54916,,,-2.0529917,-0.5973867
1993/6/1,0.31,0.16,2.72,-0.91,1.2,0.25,-2.114629049,3.565039295,5.154881873,4.55,1.559219207,0.83736,,,1.5607608,2.7326617
1993/7/1,-0.34,0.92,2.82,-1.85,2.05,0.24,-1.277286669,3.583700224,2.85308453,3.19,3.197232753,-1.0798,,,2.6624908,3.5010142
1993/8/1,3.71,0.11,0.14,-1.54,-0.03,0.25,-0.478677623,2.240903735,2.526529803,2.65,6.831245308,1.9623,,,-1.3391025,-0.3140267
